"subject" "activity"
"2771" 24 "standing"
"2772" 24 "standing"
"2773" 24 "standing"
"2774" 24 "standing"
"2775" 24 "standing"
"2776" 24 "standing"
"2777" 24 "standing"
"2778" 24 "standing"
"2779" 24 "standing"
"2780" 24 "standing"
"2781" 24 "standing"
"2782" 24 "standing"
"2783" 24 "standing"
"2784" 24 "standing"
"2785" 24 "standing"
"2786" 24 "standing"
"2787" 24 "standing"
"2788" 24 "standing"
"2789" 24 "standing"
"2790" 24 "sitting"
"2791" 24 "sitting"
"2792" 24 "sitting"
"2793" 24 "sitting"
"2794" 24 "sitting"
"2795" 24 "sitting"
"2796" 24 "sitting"
"2797" 24 "sitting"
"2798" 24 "sitting"
"2799" 24 "sitting"
"2800" 24 "sitting"
"2801" 24 "sitting"
"2802" 24 "sitting"
"2803" 24 "sitting"
"2804" 24 "sitting"
"2805" 24 "sitting"
"2806" 24 "sitting"
"2807" 24 "sitting"
"2808" 24 "sitting"
"2809" 24 "sitting"
"2810" 24 "sitting"
"2811" 24 "sitting"
"2812" 24 "sitting"
"2813" 24 "sitting"
"2814" 24 "sitting"
"2815" 24 "sitting"
"2816" 24 "sitting"
"2817" 24 "sitting"
"2818" 24 "sitting"
"2819" 24 "sitting"
"2820" 24 "sitting"
"2821" 24 "sitting"
"2822" 24 "sitting"
"2823" 24 "sitting"
"2824" 24 "laying"
"2825" 24 "laying"
"2826" 24 "laying"
"2827" 24 "laying"
"2828" 24 "laying"
"2829" 24 "laying"
"2830" 24 "laying"
"2831" 24 "laying"
"2832" 24 "laying"
"2833" 24 "laying"
"2834" 24 "laying"
"2835" 24 "laying"
"2836" 24 "laying"
"2837" 24 "laying"
"2838" 24 "laying"
"2839" 24 "laying"
"2840" 24 "laying"
"2841" 24 "laying"
"2842" 24 "laying"
"2843" 24 "laying"
"2844" 24 "laying"
"2845" 24 "laying"
"2846" 24 "laying"
"2847" 24 "laying"
"2848" 24 "laying"
"2849" 24 "laying"
"2850" 24 "laying"
"2851" 24 "laying"
"2852" 24 "laying"
"2853" 24 "laying"
"2854" 24 "laying"
"2855" 24 "laying"
"2856" 24 "laying"
"2857" 24 "laying"
"2858" 24 "laying"
"2859" 24 "laying"
"2860" 24 "walking"
"2861" 24 "walking"
"2862" 24 "walking"
"2863" 24 "walking"
"2864" 24 "walking"
"2865" 24 "walking"
"2866" 24 "walking"
"2867" 24 "walking"
"2868" 24 "walking"
"2869" 24 "walking"
"2870" 24 "walking"
"2871" 24 "walking"
"2872" 24 "walking"
"2873" 24 "walking"
"2874" 24 "walking"
"2875" 24 "walking"
"2876" 24 "walking"
"2877" 24 "walking"
"2878" 24 "walking"
"2879" 24 "walking"
"2880" 24 "walking"
"2881" 24 "walking"
"2882" 24 "walking"
"2883" 24 "walking"
"2884" 24 "walking"
"2885" 24 "walking"
"2886" 24 "walking"
"2887" 24 "walking"
"2888" 24 "walking"
"2889" 24 "walking"
"2890" 24 "walkingDownstairs"
"2891" 24 "walkingDownstairs"
"2892" 24 "walkingDownstairs"
"2893" 24 "walkingDownstairs"
"2894" 24 "walkingDownstairs"
"2895" 24 "walkingDownstairs"
"2896" 24 "walkingDownstairs"
"2897" 24 "walkingDownstairs"
"2898" 24 "walkingDownstairs"
"2899" 24 "walkingDownstairs"
"2900" 24 "walkingDownstairs"
"2901" 24 "walkingDownstairs"
"2902" 24 "walkingDownstairs"
"2903" 24 "walkingDownstairs"
"2904" 24 "walkingDownstairs"
"2905" 24 "walkingDownstairs"
"2906" 24 "walkingDownstairs"
"2907" 24 "walkingDownstairs"
"2908" 24 "walkingDownstairs"
"2909" 24 "walkingUpstairs"
"2910" 24 "walkingUpstairs"
"2911" 24 "walkingUpstairs"
"2912" 24 "walkingUpstairs"
"2913" 24 "walkingUpstairs"
"2914" 24 "walkingUpstairs"
"2915" 24 "walkingUpstairs"
"2916" 24 "walkingUpstairs"
"2917" 24 "walkingUpstairs"
"2918" 24 "walkingUpstairs"
"2919" 24 "walkingUpstairs"
"2920" 24 "walkingUpstairs"
"2921" 24 "walkingUpstairs"
"2922" 24 "walkingUpstairs"
"2923" 24 "walkingUpstairs"
"2924" 24 "walkingUpstairs"
"2925" 24 "walkingUpstairs"
"2926" 24 "walkingUpstairs"
"2927" 24 "walkingUpstairs"
"2928" 24 "walkingUpstairs"
"2929" 24 "walkingDownstairs"
"2930" 24 "walkingDownstairs"
"2931" 24 "walkingDownstairs"
"2932" 24 "walkingDownstairs"
"2933" 24 "walkingDownstairs"
"2934" 24 "walkingDownstairs"
"2935" 24 "walkingDownstairs"
"2936" 24 "walkingDownstairs"
"2937" 24 "walkingDownstairs"
"2938" 24 "walkingUpstairs"
"2939" 24 "walkingUpstairs"
"2940" 24 "walkingUpstairs"
"2941" 24 "walkingUpstairs"
"2942" 24 "walkingUpstairs"
"2943" 24 "walkingUpstairs"
"2944" 24 "walkingUpstairs"
"2945" 24 "walkingUpstairs"
"2946" 24 "walkingUpstairs"
"2947" 24 "walkingUpstairs"
"2948" 1 "standing"
"2949" 1 "standing"
"2950" 1 "standing"
"2951" 1 "standing"
"2952" 1 "standing"
"2953" 1 "standing"
"2954" 1 "standing"
"2955" 1 "standing"
"2956" 1 "standing"
"2957" 1 "standing"
"2958" 1 "standing"
"2959" 1 "standing"
"2960" 1 "standing"
"2961" 1 "standing"
"2962" 1 "standing"
"2963" 1 "standing"
"2964" 1 "standing"
"2965" 1 "standing"
"2966" 1 "standing"
"2967" 1 "standing"
"2968" 1 "standing"
"2969" 1 "standing"
"2970" 1 "standing"
"2971" 1 "standing"
"2972" 1 "standing"
"2973" 1 "standing"
"2974" 1 "standing"
"2975" 1 "sitting"
"2976" 1 "sitting"
"2977" 1 "sitting"
"2978" 1 "sitting"
"2979" 1 "sitting"
"2980" 1 "sitting"
"2981" 1 "sitting"
"2982" 1 "sitting"
"2983" 1 "sitting"
"2984" 1 "sitting"
"2985" 1 "sitting"
"2986" 1 "sitting"
"2987" 1 "sitting"
"2988" 1 "sitting"
"2989" 1 "sitting"
"2990" 1 "sitting"
"2991" 1 "sitting"
"2992" 1 "sitting"
"2993" 1 "sitting"
"2994" 1 "sitting"
"2995" 1 "sitting"
"2996" 1 "sitting"
"2997" 1 "sitting"
"2998" 1 "sitting"
"2999" 1 "laying"
"3000" 1 "laying"
"3001" 1 "laying"
"3002" 1 "laying"
"3003" 1 "laying"
"3004" 1 "laying"
"3005" 1 "laying"
"3006" 1 "laying"
"3007" 1 "laying"
"3008" 1 "laying"
"3009" 1 "laying"
"3010" 1 "laying"
"3011" 1 "laying"
"3012" 1 "laying"
"3013" 1 "laying"
"3014" 1 "laying"
"3015" 1 "laying"
"3016" 1 "laying"
"3017" 1 "laying"
"3018" 1 "laying"
"3019" 1 "laying"
"3020" 1 "laying"
"3021" 1 "laying"
"3022" 1 "laying"
"3023" 1 "laying"
"3024" 1 "laying"
"3025" 1 "laying"
"3026" 1 "walking"
"3027" 1 "walking"
"3028" 1 "walking"
"3029" 1 "walking"
"3030" 1 "walking"
"3031" 1 "walking"
"3032" 1 "walking"
"3033" 1 "walking"
"3034" 1 "walking"
"3035" 1 "walking"
"3036" 1 "walking"
"3037" 1 "walking"
"3038" 1 "walking"
"3039" 1 "walking"
"3040" 1 "walking"
"3041" 1 "walking"
"3042" 1 "walking"
"3043" 1 "walking"
"3044" 1 "walking"
"3045" 1 "walking"
"3046" 1 "walking"
"3047" 1 "walking"
"3048" 1 "walking"
"3049" 1 "walking"
"3050" 1 "walking"
"3051" 1 "walking"
"3052" 1 "walking"
"3053" 1 "walking"
"3054" 1 "walking"
"3055" 1 "walking"
"3056" 1 "walking"
"3057" 1 "walking"
"3058" 1 "walking"
"3059" 1 "walking"
"3060" 1 "walking"
"3061" 1 "walking"
"3062" 1 "walking"
"3063" 1 "walking"
"3064" 1 "walking"
"3065" 1 "walking"
"3066" 1 "walking"
"3067" 1 "walking"
"3068" 1 "walking"
"3069" 1 "walking"
"3070" 1 "walking"
"3071" 1 "walking"
"3072" 1 "walking"
"3073" 1 "walkingDownstairs"
"3074" 1 "walkingDownstairs"
"3075" 1 "walkingDownstairs"
"3076" 1 "walkingDownstairs"
"3077" 1 "walkingDownstairs"
"3078" 1 "walkingDownstairs"
"3079" 1 "walkingDownstairs"
"3080" 1 "walkingDownstairs"
"3081" 1 "walkingDownstairs"
"3082" 1 "walkingDownstairs"
"3083" 1 "walkingDownstairs"
"3084" 1 "walkingDownstairs"
"3085" 1 "walkingDownstairs"
"3086" 1 "walkingDownstairs"
"3087" 1 "walkingDownstairs"
"3088" 1 "walkingDownstairs"
"3089" 1 "walkingDownstairs"
"3090" 1 "walkingDownstairs"
"3091" 1 "walkingDownstairs"
"3092" 1 "walkingDownstairs"
"3093" 1 "walkingDownstairs"
"3094" 1 "walkingDownstairs"
"3095" 1 "walkingDownstairs"
"3096" 1 "walkingDownstairs"
"3097" 1 "walkingDownstairs"
"3098" 1 "walkingUpstairs"
"3099" 1 "walkingUpstairs"
"3100" 1 "walkingUpstairs"
"3101" 1 "walkingUpstairs"
"3102" 1 "walkingUpstairs"
"3103" 1 "walkingUpstairs"
"3104" 1 "walkingUpstairs"
"3105" 1 "walkingUpstairs"
"3106" 1 "walkingUpstairs"
"3107" 1 "walkingUpstairs"
"3108" 1 "walkingUpstairs"
"3109" 1 "walkingUpstairs"
"3110" 1 "walkingUpstairs"
"3111" 1 "walkingUpstairs"
"3112" 1 "walkingUpstairs"
"3113" 1 "walkingUpstairs"
"3114" 1 "walkingUpstairs"
"3115" 1 "walkingUpstairs"
"3116" 1 "walkingUpstairs"
"3117" 1 "walkingUpstairs"
"3118" 1 "walkingUpstairs"
"3119" 1 "walkingUpstairs"
"3120" 1 "walkingUpstairs"
"3121" 1 "walkingUpstairs"
"3122" 1 "walkingUpstairs"
"3123" 1 "walkingUpstairs"
"3124" 1 "standing"
"3125" 1 "standing"
"3126" 1 "standing"
"3127" 1 "standing"
"3128" 1 "standing"
"3129" 1 "standing"
"3130" 1 "standing"
"3131" 1 "standing"
"3132" 1 "standing"
"3133" 1 "standing"
"3134" 1 "standing"
"3135" 1 "standing"
"3136" 1 "standing"
"3137" 1 "standing"
"3138" 1 "standing"
"3139" 1 "standing"
"3140" 1 "standing"
"3141" 1 "standing"
"3142" 1 "standing"
"3143" 1 "standing"
"3144" 1 "standing"
"3145" 1 "standing"
"3146" 1 "standing"
"3147" 1 "standing"
"3148" 1 "standing"
"3149" 1 "standing"
"3150" 1 "sitting"
"3151" 1 "sitting"
"3152" 1 "sitting"
"3153" 1 "sitting"
"3154" 1 "sitting"
"3155" 1 "sitting"
"3156" 1 "sitting"
"3157" 1 "sitting"
"3158" 1 "sitting"
"3159" 1 "sitting"
"3160" 1 "sitting"
"3161" 1 "laying"
"3162" 1 "laying"
"3163" 1 "laying"
"3164" 1 "laying"
"3165" 1 "laying"
"3166" 1 "laying"
"3167" 1 "laying"
"3168" 1 "laying"
"3169" 1 "laying"
"3170" 1 "laying"
"3171" 1 "laying"
"3172" 1 "laying"
"3173" 1 "sitting"
"3174" 1 "sitting"
"3175" 1 "sitting"
"3176" 1 "sitting"
"3177" 1 "sitting"
"3178" 1 "sitting"
"3179" 1 "sitting"
"3180" 1 "sitting"
"3181" 1 "sitting"
"3182" 1 "sitting"
"3183" 1 "sitting"
"3184" 1 "sitting"
"3185" 1 "laying"
"3186" 1 "laying"
"3187" 1 "laying"
"3188" 1 "laying"
"3189" 1 "laying"
"3190" 1 "laying"
"3191" 1 "laying"
"3192" 1 "laying"
"3193" 1 "laying"
"3194" 1 "laying"
"3195" 1 "laying"
"3196" 1 "walking"
"3197" 1 "walking"
"3198" 1 "walking"
"3199" 1 "walking"
"3200" 1 "walking"
"3201" 1 "walking"
"3202" 1 "walking"
"3203" 1 "walking"
"3204" 1 "walking"
"3205" 1 "walking"
"3206" 1 "walking"
"3207" 1 "walking"
"3208" 1 "walking"
"3209" 1 "walking"
"3210" 1 "walking"
"3211" 1 "walking"
"3212" 1 "walking"
"3213" 1 "walking"
"3214" 1 "walking"
"3215" 1 "walking"
"3216" 1 "walking"
"3217" 1 "walking"
"3218" 1 "walking"
"3219" 1 "walking"
"3220" 1 "walking"
"3221" 1 "walking"
"3222" 1 "walking"
"3223" 1 "walking"
"3224" 1 "walking"
"3225" 1 "walking"
"3226" 1 "walking"
"3227" 1 "walking"
"3228" 1 "walking"
"3229" 1 "walking"
"3230" 1 "walking"
"3231" 1 "walking"
"3232" 1 "walking"
"3233" 1 "walking"
"3234" 1 "walking"
"3235" 1 "walking"
"3236" 1 "walking"
"3237" 1 "walking"
"3238" 1 "walking"
"3239" 1 "walking"
"3240" 1 "walking"
"3241" 1 "walking"
"3242" 1 "walking"
"3243" 1 "walking"
"3244" 1 "walkingDownstairs"
"3245" 1 "walkingDownstairs"
"3246" 1 "walkingDownstairs"
"3247" 1 "walkingDownstairs"
"3248" 1 "walkingDownstairs"
"3249" 1 "walkingDownstairs"
"3250" 1 "walkingDownstairs"
"3251" 1 "walkingUpstairs"
"3252" 1 "walkingUpstairs"
"3253" 1 "walkingUpstairs"
"3254" 1 "walkingUpstairs"
"3255" 1 "walkingUpstairs"
"3256" 1 "walkingUpstairs"
"3257" 1 "walkingUpstairs"
"3258" 1 "walkingUpstairs"
"3259" 1 "walkingUpstairs"
"3260" 1 "walkingUpstairs"
"3261" 1 "walkingUpstairs"
"3262" 1 "walkingUpstairs"
"3263" 1 "walkingUpstairs"
"3264" 1 "walkingUpstairs"
"3265" 1 "walkingUpstairs"
"3266" 1 "walkingUpstairs"
"3267" 1 "walkingUpstairs"
"3268" 1 "walkingUpstairs"
"3269" 1 "walkingUpstairs"
"3270" 1 "walkingUpstairs"
"3271" 1 "walkingUpstairs"
"3272" 1 "walkingUpstairs"
"3273" 1 "walkingUpstairs"
"3274" 1 "walkingUpstairs"
"3275" 1 "walkingUpstairs"
"3276" 1 "walkingUpstairs"
"3277" 1 "walkingUpstairs"
"3278" 1 "walkingDownstairs"
"3279" 1 "walkingDownstairs"
"3280" 1 "walkingDownstairs"
"3281" 1 "walkingDownstairs"
"3282" 1 "walkingDownstairs"
"3283" 1 "walkingDownstairs"
"3284" 1 "walkingDownstairs"
"3285" 1 "walkingDownstairs"
"3286" 1 "walkingDownstairs"
"3287" 1 "walkingDownstairs"
"3288" 1 "walkingDownstairs"
"3289" 1 "walkingDownstairs"
"3290" 1 "walkingDownstairs"
"3291" 1 "walkingDownstairs"
"3292" 1 "walkingDownstairs"
"3293" 1 "walkingDownstairs"
"3294" 1 "walkingDownstairs"
"3295" 3 "standing"
"3296" 3 "standing"
"3297" 3 "standing"
"3298" 3 "standing"
"3299" 3 "standing"
"3300" 3 "standing"
"3301" 3 "standing"
"3302" 3 "standing"
"3303" 3 "standing"
"3304" 3 "standing"
"3305" 3 "standing"
"3306" 3 "standing"
"3307" 3 "standing"
"3308" 3 "standing"
"3309" 3 "standing"
"3310" 3 "standing"
"3311" 3 "standing"
"3312" 3 "standing"
"3313" 3 "standing"
"3314" 3 "standing"
"3315" 3 "standing"
"3316" 3 "standing"
"3317" 3 "standing"
"3318" 3 "standing"
"3319" 3 "standing"
"3320" 3 "standing"
"3321" 3 "standing"
"3322" 3 "standing"
"3323" 3 "standing"
"3324" 3 "standing"
"3325" 3 "standing"
"3326" 3 "sitting"
"3327" 3 "sitting"
"3328" 3 "sitting"
"3329" 3 "sitting"
"3330" 3 "sitting"
"3331" 3 "sitting"
"3332" 3 "sitting"
"3333" 3 "sitting"
"3334" 3 "sitting"
"3335" 3 "sitting"
"3336" 3 "sitting"
"3337" 3 "sitting"
"3338" 3 "sitting"
"3339" 3 "sitting"
"3340" 3 "sitting"
"3341" 3 "sitting"
"3342" 3 "sitting"
"3343" 3 "sitting"
"3344" 3 "sitting"
"3345" 3 "sitting"
"3346" 3 "sitting"
"3347" 3 "sitting"
"3348" 3 "sitting"
"3349" 3 "sitting"
"3350" 3 "sitting"
"3351" 3 "sitting"
"3352" 3 "laying"
"3353" 3 "laying"
"3354" 3 "laying"
"3355" 3 "laying"
"3356" 3 "laying"
"3357" 3 "laying"
"3358" 3 "laying"
"3359" 3 "laying"
"3360" 3 "laying"
"3361" 3 "laying"
"3362" 3 "laying"
"3363" 3 "laying"
"3364" 3 "laying"
"3365" 3 "laying"
"3366" 3 "laying"
"3367" 3 "laying"
"3368" 3 "laying"
"3369" 3 "laying"
"3370" 3 "laying"
"3371" 3 "laying"
"3372" 3 "laying"
"3373" 3 "laying"
"3374" 3 "laying"
"3375" 3 "laying"
"3376" 3 "laying"
"3377" 3 "laying"
"3378" 3 "laying"
"3379" 3 "laying"
"3380" 3 "laying"
"3381" 3 "laying"
"3382" 3 "walking"
"3383" 3 "walking"
"3384" 3 "walking"
"3385" 3 "walking"
"3386" 3 "walking"
"3387" 3 "walking"
"3388" 3 "walking"
"3389" 3 "walking"
"3390" 3 "walking"
"3391" 3 "walking"
"3392" 3 "walking"
"3393" 3 "walking"
"3394" 3 "walking"
"3395" 3 "walking"
"3396" 3 "walking"
"3397" 3 "walking"
"3398" 3 "walking"
"3399" 3 "walking"
"3400" 3 "walking"
"3401" 3 "walking"
"3402" 3 "walking"
"3403" 3 "walking"
"3404" 3 "walking"
"3405" 3 "walking"
"3406" 3 "walking"
"3407" 3 "walking"
"3408" 3 "walking"
"3409" 3 "walking"
"3410" 3 "walking"
"3411" 3 "walking"
"3412" 3 "walking"
"3413" 3 "walkingDownstairs"
"3414" 3 "walkingDownstairs"
"3415" 3 "walkingDownstairs"
"3416" 3 "walkingDownstairs"
"3417" 3 "walkingDownstairs"
"3418" 3 "walkingDownstairs"
"3419" 3 "walkingDownstairs"
"3420" 3 "walkingDownstairs"
"3421" 3 "walkingDownstairs"
"3422" 3 "walkingDownstairs"
"3423" 3 "walkingDownstairs"
"3424" 3 "walkingDownstairs"
"3425" 3 "walkingDownstairs"
"3426" 3 "walkingDownstairs"
"3427" 3 "walkingDownstairs"
"3428" 3 "walkingDownstairs"
"3429" 3 "walkingDownstairs"
"3430" 3 "walkingDownstairs"
"3431" 3 "walkingDownstairs"
"3432" 3 "walkingDownstairs"
"3433" 3 "walkingDownstairs"
"3434" 3 "walkingDownstairs"
"3435" 3 "walkingDownstairs"
"3436" 3 "walkingUpstairs"
"3437" 3 "walkingUpstairs"
"3438" 3 "walkingUpstairs"
"3439" 3 "walkingUpstairs"
"3440" 3 "walkingUpstairs"
"3441" 3 "walkingUpstairs"
"3442" 3 "walkingUpstairs"
"3443" 3 "walkingUpstairs"
"3444" 3 "walkingUpstairs"
"3445" 3 "walkingUpstairs"
"3446" 3 "walkingUpstairs"
"3447" 3 "walkingUpstairs"
"3448" 3 "walkingUpstairs"
"3449" 3 "walkingUpstairs"
"3450" 3 "walkingUpstairs"
"3451" 3 "walkingUpstairs"
"3452" 3 "walkingUpstairs"
"3453" 3 "walkingUpstairs"
"3454" 3 "walkingUpstairs"
"3455" 3 "walkingUpstairs"
"3456" 3 "walkingUpstairs"
"3457" 3 "walkingUpstairs"
"3458" 3 "walkingUpstairs"
"3459" 3 "walkingUpstairs"
"3460" 3 "walkingUpstairs"
"3461" 3 "walkingUpstairs"
"3462" 3 "walkingUpstairs"
"3463" 3 "walkingUpstairs"
"3464" 3 "walkingUpstairs"
"3465" 3 "walkingUpstairs"
"3466" 3 "walkingUpstairs"
"3467" 3 "walkingUpstairs"
"3468" 3 "walkingUpstairs"
"3469" 3 "walkingUpstairs"
"3470" 3 "standing"
"3471" 3 "standing"
"3472" 3 "standing"
"3473" 3 "standing"
"3474" 3 "standing"
"3475" 3 "standing"
"3476" 3 "standing"
"3477" 3 "standing"
"3478" 3 "standing"
"3479" 3 "standing"
"3480" 3 "standing"
"3481" 3 "standing"
"3482" 3 "standing"
"3483" 3 "standing"
"3484" 3 "standing"
"3485" 3 "standing"
"3486" 3 "standing"
"3487" 3 "standing"
"3488" 3 "standing"
"3489" 3 "standing"
"3490" 3 "standing"
"3491" 3 "standing"
"3492" 3 "standing"
"3493" 3 "standing"
"3494" 3 "standing"
"3495" 3 "standing"
"3496" 3 "standing"
"3497" 3 "standing"
"3498" 3 "standing"
"3499" 3 "standing"
"3500" 3 "sitting"
"3501" 3 "sitting"
"3502" 3 "sitting"
"3503" 3 "sitting"
"3504" 3 "sitting"
"3505" 3 "sitting"
"3506" 3 "sitting"
"3507" 3 "sitting"
"3508" 3 "sitting"
"3509" 3 "sitting"
"3510" 3 "sitting"
"3511" 3 "sitting"
"3512" 3 "sitting"
"3513" 3 "sitting"
"3514" 3 "sitting"
"3515" 3 "sitting"
"3516" 3 "sitting"
"3517" 3 "sitting"
"3518" 3 "sitting"
"3519" 3 "sitting"
"3520" 3 "sitting"
"3521" 3 "sitting"
"3522" 3 "sitting"
"3523" 3 "sitting"
"3524" 3 "sitting"
"3525" 3 "sitting"
"3526" 3 "laying"
"3527" 3 "laying"
"3528" 3 "laying"
"3529" 3 "laying"
"3530" 3 "laying"
"3531" 3 "laying"
"3532" 3 "laying"
"3533" 3 "laying"
"3534" 3 "laying"
"3535" 3 "laying"
"3536" 3 "laying"
"3537" 3 "laying"
"3538" 3 "laying"
"3539" 3 "laying"
"3540" 3 "laying"
"3541" 3 "laying"
"3542" 3 "laying"
"3543" 3 "laying"
"3544" 3 "laying"
"3545" 3 "laying"
"3546" 3 "laying"
"3547" 3 "laying"
"3548" 3 "laying"
"3549" 3 "laying"
"3550" 3 "laying"
"3551" 3 "laying"
"3552" 3 "laying"
"3553" 3 "laying"
"3554" 3 "laying"
"3555" 3 "laying"
"3556" 3 "laying"
"3557" 3 "laying"
"3558" 3 "walking"
"3559" 3 "walking"
"3560" 3 "walking"
"3561" 3 "walking"
"3562" 3 "walking"
"3563" 3 "walking"
"3564" 3 "walking"
"3565" 3 "walking"
"3566" 3 "walking"
"3567" 3 "walking"
"3568" 3 "walking"
"3569" 3 "walking"
"3570" 3 "walking"
"3571" 3 "walking"
"3572" 3 "walking"
"3573" 3 "walking"
"3574" 3 "walking"
"3575" 3 "walking"
"3576" 3 "walking"
"3577" 3 "walking"
"3578" 3 "walking"
"3579" 3 "walking"
"3580" 3 "walking"
"3581" 3 "walking"
"3582" 3 "walking"
"3583" 3 "walking"
"3584" 3 "walking"
"3585" 3 "walkingDownstairs"
"3586" 3 "walkingDownstairs"
"3587" 3 "walkingDownstairs"
"3588" 3 "walkingDownstairs"
"3589" 3 "walkingDownstairs"
"3590" 3 "walkingDownstairs"
"3591" 3 "walkingDownstairs"
"3592" 3 "walkingDownstairs"
"3593" 3 "walkingDownstairs"
"3594" 3 "walkingDownstairs"
"3595" 3 "walkingDownstairs"
"3596" 3 "walkingDownstairs"
"3597" 3 "walkingDownstairs"
"3598" 3 "walkingDownstairs"
"3599" 3 "walkingDownstairs"
"3600" 3 "walkingDownstairs"
"3601" 3 "walkingDownstairs"
"3602" 3 "walkingDownstairs"
"3603" 3 "walkingDownstairs"
"3604" 3 "walkingDownstairs"
"3605" 3 "walkingDownstairs"
"3606" 3 "walkingDownstairs"
"3607" 3 "walkingDownstairs"
"3608" 3 "walkingDownstairs"
"3609" 3 "walkingDownstairs"
"3610" 3 "walkingDownstairs"
"3611" 3 "walkingUpstairs"
"3612" 3 "walkingUpstairs"
"3613" 3 "walkingUpstairs"
"3614" 3 "walkingUpstairs"
"3615" 3 "walkingUpstairs"
"3616" 3 "walkingUpstairs"
"3617" 3 "walkingUpstairs"
"3618" 3 "walkingUpstairs"
"3619" 3 "walkingUpstairs"
"3620" 3 "walkingUpstairs"
"3621" 3 "walkingUpstairs"
"3622" 3 "walkingUpstairs"
"3623" 3 "walkingUpstairs"
"3624" 3 "walkingUpstairs"
"3625" 3 "walkingUpstairs"
"3626" 3 "walkingUpstairs"
"3627" 3 "walkingUpstairs"
"3628" 3 "walkingUpstairs"
"3629" 3 "walkingUpstairs"
"3630" 3 "walkingUpstairs"
"3631" 3 "walkingUpstairs"
"3632" 3 "walkingUpstairs"
"3633" 3 "walkingUpstairs"
"3634" 3 "walkingUpstairs"
"3635" 3 "walkingUpstairs"
"3636" 5 "standing"
"3637" 5 "standing"
"3638" 5 "standing"
"3639" 5 "standing"
"3640" 5 "standing"
"3641" 5 "standing"
"3642" 5 "standing"
"3643" 5 "standing"
"3644" 5 "standing"
"3645" 5 "standing"
"3646" 5 "standing"
"3647" 5 "standing"
"3648" 5 "standing"
"3649" 5 "standing"
"3650" 5 "standing"
"3651" 5 "standing"
"3652" 5 "standing"
"3653" 5 "standing"
"3654" 5 "standing"
"3655" 5 "standing"
"3656" 5 "standing"
"3657" 5 "standing"
"3658" 5 "standing"
"3659" 5 "standing"
"3660" 5 "standing"
"3661" 5 "standing"
"3662" 5 "standing"
"3663" 5 "standing"
"3664" 5 "sitting"
"3665" 5 "sitting"
"3666" 5 "sitting"
"3667" 5 "sitting"
"3668" 5 "sitting"
"3669" 5 "sitting"
"3670" 5 "sitting"
"3671" 5 "sitting"
"3672" 5 "sitting"
"3673" 5 "sitting"
"3674" 5 "sitting"
"3675" 5 "sitting"
"3676" 5 "sitting"
"3677" 5 "sitting"
"3678" 5 "sitting"
"3679" 5 "sitting"
"3680" 5 "sitting"
"3681" 5 "sitting"
"3682" 5 "sitting"
"3683" 5 "sitting"
"3684" 5 "sitting"
"3685" 5 "sitting"
"3686" 5 "sitting"
"3687" 5 "laying"
"3688" 5 "laying"
"3689" 5 "laying"
"3690" 5 "laying"
"3691" 5 "laying"
"3692" 5 "laying"
"3693" 5 "laying"
"3694" 5 "laying"
"3695" 5 "laying"
"3696" 5 "laying"
"3697" 5 "laying"
"3698" 5 "laying"
"3699" 5 "laying"
"3700" 5 "laying"
"3701" 5 "laying"
"3702" 5 "laying"
"3703" 5 "laying"
"3704" 5 "laying"
"3705" 5 "laying"
"3706" 5 "laying"
"3707" 5 "laying"
"3708" 5 "laying"
"3709" 5 "laying"
"3710" 5 "laying"
"3711" 5 "laying"
"3712" 5 "laying"
"3713" 5 "laying"
"3714" 5 "laying"
"3715" 5 "walking"
"3716" 5 "walking"
"3717" 5 "walking"
"3718" 5 "walking"
"3719" 5 "walking"
"3720" 5 "walking"
"3721" 5 "walking"
"3722" 5 "walking"
"3723" 5 "walking"
"3724" 5 "walking"
"3725" 5 "walking"
"3726" 5 "walking"
"3727" 5 "walking"
"3728" 5 "walking"
"3729" 5 "walking"
"3730" 5 "walking"
"3731" 5 "walking"
"3732" 5 "walking"
"3733" 5 "walking"
"3734" 5 "walking"
"3735" 5 "walking"
"3736" 5 "walking"
"3737" 5 "walking"
"3738" 5 "walking"
"3739" 5 "walking"
"3740" 5 "walking"
"3741" 5 "walking"
"3742" 5 "walking"
"3743" 5 "walking"
"3744" 5 "walking"
"3745" 5 "walkingDownstairs"
"3746" 5 "walkingDownstairs"
"3747" 5 "walkingDownstairs"
"3748" 5 "walkingDownstairs"
"3749" 5 "walkingDownstairs"
"3750" 5 "walkingDownstairs"
"3751" 5 "walkingDownstairs"
"3752" 5 "walkingDownstairs"
"3753" 5 "walkingDownstairs"
"3754" 5 "walkingDownstairs"
"3755" 5 "walkingDownstairs"
"3756" 5 "walkingDownstairs"
"3757" 5 "walkingDownstairs"
"3758" 5 "walkingDownstairs"
"3759" 5 "walkingDownstairs"
"3760" 5 "walkingDownstairs"
"3761" 5 "walkingDownstairs"
"3762" 5 "walkingDownstairs"
"3763" 5 "walkingDownstairs"
"3764" 5 "walkingDownstairs"
"3765" 5 "walkingDownstairs"
"3766" 5 "walkingDownstairs"
"3767" 5 "walkingDownstairs"
"3768" 5 "walkingDownstairs"
"3769" 5 "walkingDownstairs"
"3770" 5 "walkingUpstairs"
"3771" 5 "walkingUpstairs"
"3772" 5 "walkingUpstairs"
"3773" 5 "walkingUpstairs"
